CreationDate,CreationTime,CreationTimeMS,ShapeObjectId,Name,ModelName,DeviceId,OS,Instruction,MatchShape,IsSource,ScreenHeight,ScreenWidth,StrokeObjectId,Length,MatchStroke,MatchStrokeScore,TimeInterval,PauseBeforeStroke,NumEvents,DownTime,UpTime,PressureMax,PressureMin,PressureAvg,TouchSurfaceMax,TouchSurfaceMin,TouchSurfaceAvg,Width,Height,Area,RelativePosX,RelativePosY,EventTime,X,Y,Pressure,TouchSurface,AngleZ,AngleX,AngleY,VelocityX,VelocityY,Velocity,AccelerationX,AccelerationY,Acceleration,Score1,Score2,Score3,Score4
2/24/2016,2:22:35 PM,683,,950,69003601,179,1025,0.600000023841858,0.266666680574417,0,0,0,161.155059814453,-302.012939453125,161.155059814453,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003618,194,1005,0.600000023841858,0.266666680574417,8.13726806640625,-0.930984497070313,5.82138061523438,1140.24182128906,-1510.44165039063,1140.24182128906,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003634,244,948,0.612500011920929,0.266666680574417,8.50018310546875,-0.846908569335938,5.70211791992188,3144.06591796875,-3658.9140625,3144.06591796875,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003651,314,864,0.612500011920929,0.266666680574417,8.50018310546875,-0.846908569335938,5.70211791992188,4847.10302734375,-5668.951171875,4847.10302734375,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003667,393,763,0.612500011920929,0.266666680574417,7.61494445800781,-1.37052917480469,5.66691589355469,5917.55078125,-7161.0029296875,5917.55078125,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003684,470,662,0.612500011920929,0.266666680574417,6.87565612792969,-1.66828918457031,5.63389587402344,6286.85546875,-7991.80908203125,6286.85546875,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003700,542,567,0.612500011920929,0.266666680574417,7.07521057128906,-1.49928283691406,5.60075378417969,5796.3017578125,-7657.34228515625,5796.3017578125,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003717,608,487,0.612500011920929,0.266666680574417,7.73710632324219,-1.36102294921875,5.63032531738281,4663.9072265625,-6222.07763671875,4663.9072265625,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003733,666,422,0.612500011920929,0.266666680574417,8.13444519042969,-1.46829223632813,5.77326965332031,3726.95947265625,-4550.3046875,3726.95947265625,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003750,714,374,0.612500011920929,0.266666680574417,8.13444519042969,-1.46829223632813,5.77326965332031,2918.57666015625,-2947.59838867188,2918.57666015625,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003766,743,342,0.612500011920929,0.266666680574417,7.830078125,-1.7349853515625,5.84425354003906,2000.57971191406,-1649.7255859375,2000.57971191406,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003783,760,323,0.612500011920929,0.266666680574417,7.60159301757813,-1.87515258789063,5.90847778320313,907.696228027344,-566.377197265625,907.696228027344,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003799,770,310,0.612500011920929,0.266666680574417,7.42060852050781,-1.80831909179688,6.01058959960938,6.86054182052612,83.7106399536133,6.86054182052612,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003816,775,303,0.612500011920929,0.266666680574417,7.11964416503906,-1.89219665527344,6.053466796875,-483.952331542969,378.392211914063,483.952331542969,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003832,778,298,0.612500011920929,0.266666680574417,7.05757141113281,-1.49397277832031,6.18565368652344,-531.913757324219,365.272125244141,531.913757324219,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003848,781,294,0.612500011920929,0.266666680574417,7.05757141113281,-1.49397277832031,6.18565368652344,-306.214874267578,206.21826171875,306.214874267578,0,0,0, , , , 
2/24/2016,2:22:35 PM,683,,950,69003857,781,294,0.612500011920929,0.266666680574417,7.18974304199219,-1.63407897949219,5.96847534179688,-306.214874267578,206.21826171875,306.214874267578,0,0,0, , , , 
2/25/2016,11:46:29 AM,189,,0,103480498,383,793,0.574999988079071,0.266666680574417,0,0,0,0,0,0,0,0,0, , , , 
2/25/2016,11:46:29 AM,189,,0,103480663,433,797,0.5625,0.266666680574417,0,0,0,0,0,0,0,0,0, , , , 
2/25/2016,11:46:29 AM,189,,0,103480786,443,812,0.5625,0.266666680574417,0,0,0,0,0,0,0,0,0, , , , 
2/25/2016,6:01:17 PM,91,,0,123400715,581,722,0.612500011920929,0.333333343267441,-2.85394287109375,-0.711166381835938,11.9500122070313,0,0,0,0,0,0, , , , 
2/24/2016,1:00:51 PM,492,,2082,64460946,267,1046,0.587500035762787,0.266666680574417,0,0,0,161.154571533203,-573.528564453125,161.154571533203,0,0,0, , , , 
2/24/2016,1:00:51 PM,492,,2082,64460963,276,1025,0.587500035762787,0.266666680574417,0,0,0,656.243530273438,-1505.68920898438,656.243530273438,0,0,0, , , , 
2/24/2016,1:00:51 PM,492,,2082,64460979,298,979,0.587500035762787,0.266666680574417,0,0,0,1379.82897949219,-2880.42993164063,1379.82897949219,0,0,0, , , , 
2/24/2016,1:00:51 PM,492,,2082,64460996,332,909,0.587500035762787,0.266666680574417,0,0,0,2159.5087890625,-4410.365234375,2159.5087890625,0,0,0, , , , 
2/24/2016,1:00:51 PM,492,,2082,64461012,370,824,0.587500035762787,0.266666680574417,0,0,0,2743.16943359375,-5720.1845703125,2743.16943359375,0,0,0, , , , 
